title,ext,status_v2,wave,lane,cited,reason,matched_domain,md5,path
Kingdom_Revenue_Share_Proposal.pdf,.pdf,MISCLASSIFIED_PROJECT_ARTIFACT,-,business,no,"Own SNIPED/Kingdom project output, not an external source; remove from book canon (reclassify class=source -> derivative).",,70cc733a106dc39397734f014c25e91c,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/kingdom_of_the_sun/_deliverables_pdf/Kingdom_Revenue_Share_Proposal.pdf
Kingdom_Sponsor_Packet.pdf,.pdf,MISCLASSIFIED_PROJECT_ARTIFACT,-,business,no,"Own SNIPED/Kingdom project output, not an external source; remove from book canon (reclassify class=source -> derivative).",,a1fba52e723a8a145edbc169bb1f2eac,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/kingdom_of_the_sun/_deliverables_pdf/Kingdom_Sponsor_Packet.pdf
Vanguard_Booster_Club_Framework.pdf,.pdf,MISCLASSIFIED_PROJECT_ARTIFACT,-,business,no,"Own SNIPED/Kingdom project output, not an external source; remove from book canon (reclassify class=source -> derivative).",,3b488a87fc5d00dd1c044978ace99e36,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/kingdom_of_the_sun/_deliverables_pdf/Vanguard_Booster_Club_Framework.pdf
Vanguard_School_Commitment.pdf,.pdf,MISCLASSIFIED_PROJECT_ARTIFACT,-,business,no,"Own SNIPED/Kingdom project output, not an external source; remove from book canon (reclassify class=source -> derivative).",,770462ff295a209b3ea145e9238a90ee,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/kingdom_of_the_sun/_deliverables_pdf/Vanguard_School_Commitment.pdf
Vanguard_Season_Social_Playbook.pdf,.pdf,MISCLASSIFIED_PROJECT_ARTIFACT,-,business,no,"Own SNIPED/Kingdom project output, not an external source; remove from book canon (reclassify class=source -> derivative).",,901ffa8cd45e871514abd519d4981523,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/kingdom_of_the_sun/_deliverables_pdf/Vanguard_Season_Social_Playbook.pdf
sample_dossier_v1.pdf,.pdf,MISCLASSIFIED_PROJECT_ARTIFACT,-,business,no,"Own SNIPED/Kingdom project output, not an external source; remove from book canon (reclassify class=source -> derivative).",,da9dd1ed2133b7a72b346bcd47af1c29,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/sample_dossier_v1/sample_dossier_v1.pdf
"Roland Barthes - Camera Lucida_ Reflections on Photography (1982, Hill and Wang) - libgen.",.epub,DUPLICATE_OR_SUPERSEDED,-,photography,no,Duplicate copy of a Top-10 pilot book being certified this wave; superseded by the certified copy.,photography-theory,f1548afd8e24ca377f662b5112e1148f,"/Users/sniper/Downloads/    SNIPED_OS/Roland Barthes - Camera Lucida_ Reflections on Photography (1982, Hill and Wang) - libgen.li.epub"
" Charles T. Munger, Peter D. Kaufman, Ed Wexler, Warren E. Buffet - Poor Charlie's Almanac",.pdf,DUPLICATE_OR_SUPERSEDED,-,power,yes,Duplicate/superseded copy; one canonical copy is the 002-B certify target.,leadership,dad9a010e2610739e08d9ed3cb8ab5a7,"/Users/sniper/Downloads/    SNIPED_OS/ Charles T. Munger, Peter D. Kaufman, Ed Wexler, Warren E. Buffet - Poor Charlie's Almanack_ The Wit and Wisdom of Charles T. Munger (2005, Walsworth Publishing Company) - libgen.li.pdf"
"Dan Ariely - Predictably Irrational, Revised and Expanded Edition_ The Hidden Forces That ",.epub,DUPLICATE_OR_SUPERSEDED,-,psychology,yes,Duplicate/superseded copy; one canonical copy is the 002-B certify target.,decision-making,7151f7521f8806b0e943ae6bfecdbd6a,"/Users/sniper/Downloads/    SNIPED_OS/Dan Ariely - Predictably Irrational, Revised and Expanded Edition_ The Hidden Forces That Shape Our Decisions (2009, HarperCollins) - libgen.li.epub"
0_START_HERE_Coach_Jones.pdf,.pdf,MISCLASSIFIED_PROJECT_ARTIFACT,-,taste_culture,no,"Own SNIPED/Kingdom project output, not an external source; remove from book canon (reclassify class=source -> derivative).",,615d75ea9c7eaaf6fbc5a924bf5d526a,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/kingdom_of_the_sun/_deliverables_pdf/0_START_HERE_Coach_Jones.pdf
" Claude C. Hopkins - Scientific Advertising (2010, www.snowballpublishing.com) - libgen.li",.pdf,ACTIVE_DOCTRINE_BOUND,002-A,business,yes,Top-10 load-bearing pilot; whole-read + segment ledger this wave (002-A).,copywriting,056af1a732edbdc519eeef38b61fb599,"/Users/sniper/Downloads/    SNIPED_OS/ Claude C. Hopkins - Scientific Advertising (2010, www.snowballpublishing.com) - libgen.li.pdf"
 William N. Thorndike - The Outsiders_ Eight Unconventional CEOs and Their Radically Ratio,.epub,ACTIVE_DOCTRINE_BOUND,002-A,business,yes,Top-10 load-bearing pilot; whole-read + segment ledger this wave (002-A).,capital-allocation,c75ffdea089d0df372c8ff265831518b,"/Users/sniper/Downloads/    SNIPED_OS/ William N. Thorndike - The Outsiders_ Eight Unconventional CEOs and Their Radically Rational Blueprint for Success (2012, Harvard Business Review Press) - libgen.li.epub"
Alex Hormozi - $100M Offers_ How To Make Offers So Good People Feel Stupid Saying No (2021,.epub,ACTIVE_DOCTRINE_BOUND,002-A,business,yes,Top-10 load-bearing pilot; whole-read + segment ledger this wave (002-A).,offer-design,c1a07d700211b44e2a6a2c27a1ac19af,/Users/sniper/Downloads/    SNIPED_OS/Alex Hormozi - $100M Offers_ How To Make Offers So Good People Feel Stupid Saying No (2021) - libgen.li.epub
"Blair Enns - The Win Without Pitching Manifesto (2010, RockBench Publishing Corp) - libgen",.epub,ACTIVE_DOCTRINE_BOUND,002-A,business,yes,Top-10 load-bearing pilot; whole-read + segment ledger this wave (002-A).,sales-flow,c09b56a011a6e118a9d5d538c2fb42a0,"/Users/sniper/Downloads/    SNIPED_OS/Blair Enns - The Win Without Pitching Manifesto (2010, RockBench Publishing Corp) - libgen.li.epub"
"Dunford, April - Obviously Awesome (2019) - libgen.li.epub",.epub,ACTIVE_DOCTRINE_BOUND,002-A,business,yes,Top-10 load-bearing pilot; whole-read + segment ledger this wave (002-A).,positioning,e3389c7efdd58d512d940c7b1a7dcdb5,"/Users/sniper/Downloads/    SNIPED_OS/Dunford, April - Obviously Awesome (2019) - libgen.li.epub"
"Naval Ravikant, Eric Jorgenson, Jack Butcher, Tim Ferriss - The Almanack of Naval Ravikant",.pdf,ACTIVE_DOCTRINE_BOUND,002-A,business,yes,Top-10 load-bearing pilot; whole-read + segment ledger this wave (002-A).,leverage,6cba06cfa53a6c3a7902d4bb7e5d2628,"/Users/sniper/Downloads/    SNIPED_OS/Naval Ravikant, Eric Jorgenson, Jack Butcher, Tim Ferriss - The Almanack of Naval Ravikant_ A Guide to Wealth and Happiness (2020) - libgen.li.pdf"
"Fitzpatrick, Rob - The Mom Test_ How to talk to customers & learn if your business is a go",.azw3,ACTIVE_DOCTRINE_BOUND,002-A,operations,yes,Top-10 load-bearing pilot; whole-read + segment ledger this wave (002-A).,operator-process,a89c265a6997896a09fc802face3eecf,"/Users/sniper/Downloads/    SNIPED_OS/Fitzpatrick, Rob - The Mom Test_ How to talk to customers & learn if your business is a good idea when everyone is lying to you (2016) - libgen.li.azw3"
Michael Freeman - The Photographer's Eye_ Composition and Design for Better Digital Photos,.mobi,ACTIVE_DOCTRINE_BOUND,002-A,photography,yes,Top-10 load-bearing pilot; whole-read + segment ledger this wave (002-A).,composition,dc417e148a393f3f9e82e7bc3aa30feb,"/Users/sniper/Downloads/    SNIPED_OS/Michael Freeman - The Photographer's Eye_ Composition and Design for Better Digital Photos (2007, Focal Press) - libgen.li.mobi"
"Sontag, Susan - On Photography (2012) - libgen.li.pdf",.pdf,ACTIVE_DOCTRINE_BOUND,002-A,photography,yes,Top-10 load-bearing pilot; whole-read + segment ledger this wave (002-A).,photography-theory,f3cb5cd0aae419063dad8f3b81691a2a,"/Users/sniper/Downloads/    SNIPED_OS/Sontag, Susan - On Photography (2012) - libgen.li.pdf"
 Alex Hormozi - $100M Leads_ How to Get Strangers To Want To Buy Your Stuff (2023) - libge,.epub,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (sales-flow); text-cert queued Wave 002-B.,sales-flow,8277f2937678f18b10c2f9f51b258386,/Users/sniper/Downloads/    SNIPED_OS/ Alex Hormozi - $100M Leads_ How to Get Strangers To Want To Buy Your Stuff (2023) - libgen.li.epub
 Charles T. Munger - Poor Charlie’s Almanack_ The Wit and Wisdom of Charles T. Munger (200,.epub,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (leadership); text-cert queued Wave 002-B.,leadership,403fc3bad57d38fb884784a04be83460,"/Users/sniper/Downloads/    SNIPED_OS/ Charles T. Munger - Poor Charlie’s Almanack_ The Wit and Wisdom of Charles T. Munger (2005, Walsworth Publishing) - libgen.li.epub"
" Geoffrey A. Moore - Crossing the Chasm, 3rd Edition_ Marketing and Selling Disruptive Pro",.mobi,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (positioning); text-cert queued Wave 002-B.,positioning,aea588f8d693fe04f5a8f75413d5ceaf,"/Users/sniper/Downloads/    SNIPED_OS/ Geoffrey A. Moore - Crossing the Chasm, 3rd Edition_ Marketing and Selling Disruptive Products to Mainstream Customers (2014, HarperBusiness) - libgen.li.mobi"
$100M Money Models_ How To Make Money{Alex Hormozi}(2025){111049961} libgen.li.epub,.epub,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (offer-design); text-cert queued Wave 002-B.,offer-design,b4552a9235416a03c1e27bf87a02bb8c,/Users/sniper/Downloads/    SNIPED_OS/$100M Money Models_ How To Make Money{Alex Hormozi}(2025){111049961} libgen.li.epub
"Blair Enns - Pricing Creativity_ A Guide to Profit Beyond the Billable Hour (2018, RockBen",.epub,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (pricing); text-cert queued Wave 002-B.,pricing,3f5b71f42f1c0aedbde7c90db6b4b0a3,"/Users/sniper/Downloads/    SNIPED_OS/Blair Enns - Pricing Creativity_ A Guide to Profit Beyond the Billable Hour (2018, RockBench Publishing Corp.) - libgen.li.epub"
"David H. Maister, Charles H. Green, Robert M. Galford - The Trusted Advisor (2001, Free Pr",.mobi,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (commercial-architecture); text-cert queued Wave 002-B.,commercial-architecture,8e2226b4ef4abee8ba4f201e61bc1728,"/Users/sniper/Downloads/    SNIPED_OS/David H. Maister, Charles H. Green, Robert M. Galford - The Trusted Advisor (2001, Free Press) - libgen.li.mobi"
"Elberse, Anita - Blockbusters_ Hit-making, Risk-taking, and the Big Business of Entertainm",.epub,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (strategy); text-cert queued Wave 002-B.,strategy,80a40ff048051160bfa22f87df4a2773,"/Users/sniper/Downloads/    SNIPED_OS/Elberse, Anita - Blockbusters_ Hit-making, Risk-taking, and the Big Business of Entertainment (2013, Henry Holt and Co.) - libgen.li.epub"
Eugene M. Schwartz - Breakthrough Advertising (2004) - libgen.li.pdf,.pdf,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (meta-advertising); text-cert queued Wave 002-B.,meta-advertising,d0aff19fff6195e1f5cb3caa40f20a6b,/Users/sniper/Downloads/    SNIPED_OS/Eugene M. Schwartz - Breakthrough Advertising (2004) - libgen.li.pdf
"Maister, David H. - Managing the professional service firm (1997, Free Press Paperbacks) -",.pdf,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (commercial-architecture); text-cert queued Wave 002-B.,commercial-architecture,695a054c29373f983f16fb98f5317997,"/Users/sniper/Downloads/    SNIPED_OS/Maister, David H. - Managing the professional service firm (1997, Free Press Paperbacks) - libgen.li.pdf"
"Warren E. Buffett, Lawrence A. Cunningham, Lawrence A. Cunningha - The Essays of Warren Bu",.epub,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (capital); text-cert queued Wave 002-B.,capital,d8c969fbe1e4daa6e3af52ee0a13ba3c,"/Users/sniper/Downloads/    SNIPED_OS/Warren E. Buffett, Lawrence A. Cunningham, Lawrence A. Cunningha - The Essays of Warren Buffett_ Lessons for Corporate America, Third Edition (2013, Carolina Academic Press) - libgen.li.epub"
"[Company of One] Jarvis, Paul - Company of one why staying small is the next big thing for",.epub,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (small-company-strategy); text-cert queued Wave 002-B.,small-company-strategy,0d65a8da88759fb2a9ea7e03ad8bf5aa,"/Users/sniper/Downloads/    SNIPED_OS/[Company of One] Jarvis, Paul - Company of one why staying small is the next big thing for business (2018_2019, Penguin Books Ltd_Penguin Business) - libgen.li.epub"
"[Joost Elffers Books ] Greene, Robert - The 33 Strategies of War (2008_2007, Penguin (Non-",.epub,ACTIVE_DOCTRINE_BOUND,002-B,business,yes,Cited by active doctrine; load-bearing (strategy); text-cert queued Wave 002-B.,strategy,6361f1898abce403dca3f8a62a4a0cb2,"/Users/sniper/Downloads/    SNIPED_OS/[Joost Elffers Books ] Greene, Robert - The 33 Strategies of War (2008_2007, Penguin (Non-Classics)) - libgen.li.epub"
" Jonah Berger - Contagious_ Why Things Catch On (2013, Simon & Schuster) - libgen.li.mobi",.mobi,ACTIVE_DOCTRINE_BOUND,002-B,creator_economy,yes,Cited by active doctrine; load-bearing (content-strategy); text-cert queued Wave 002-B.,content-strategy,1899e772e27381e797ea0419d6d0442d,"/Users/sniper/Downloads/    SNIPED_OS/ Jonah Berger - Contagious_ Why Things Catch On (2013, Simon & Schuster) - libgen.li.mobi"
"Alain De Botton - Status Anxiety (2005, Vintage) - libgen.li.epub",.epub,ACTIVE_DOCTRINE_BOUND,002-B,luxury_status,yes,Cited by active doctrine; load-bearing (status); text-cert queued Wave 002-B.,status,6921540fe3d6345620ecc0e48b398a36,"/Users/sniper/Downloads/    SNIPED_OS/Alain De Botton - Status Anxiety (2005, Vintage) - libgen.li.epub"
"Sax, David - The Revenge of Analog_ Real Things and Why They Matter (2016, PublicAffairs) ",.epub,ACTIVE_DOCTRINE_BOUND,002-B,luxury_status,yes,Cited by active doctrine; load-bearing (analog-premium); text-cert queued Wave 002-B.,analog-premium,b7646bbef6ff625ff634569639eba7c2,"/Users/sniper/Downloads/    SNIPED_OS/Sax, David - The Revenge of Analog_ Real Things and Why They Matter (2016, PublicAffairs) - libgen.li.epub"
Will Guidara - Unreasonable Hospitality_ The Remarkable Power of Giving People More Than T,.pdf,ACTIVE_DOCTRINE_BOUND,002-B,luxury_status,yes,Cited by active doctrine; load-bearing (hospitality); text-cert queued Wave 002-B.,hospitality,1cca74aa256d882b46d9f29627744c87,"/Users/sniper/Downloads/    SNIPED_OS/Will Guidara - Unreasonable Hospitality_ The Remarkable Power of Giving People More Than They Expect (2022, Optimism Press) - libgen.li.pdf"
" Meadows, Donella H. Wright, Diana - Thinking in Systems_ A Primer - libgen.li.pdf",.pdf,ACTIVE_DOCTRINE_BOUND,002-B,operations,yes,Cited by active doctrine; load-bearing (systems-thinking); text-cert queued Wave 002-B.,systems-thinking,2ee4a14a158e824b867e07ad95005643,"/Users/sniper/Downloads/    SNIPED_OS/ Meadows, Donella H. Wright, Diana - Thinking in Systems_ A Primer - libgen.li.pdf"
Michael Freeman - The Photographer's Vision_ Understanding and Appreciating Great Photogra,.epub,ACTIVE_DOCTRINE_BOUND,002-B,photography,yes,Cited by active doctrine; load-bearing (visual-literacy); text-cert queued Wave 002-B.,visual-literacy,afe300b38bd3aae116a9f9558985fb5c,"/Users/sniper/Downloads/    SNIPED_OS/Michael Freeman - The Photographer's Vision_ Understanding and Appreciating Great Photography (2011, Elsevier Science_ Focal Press) - libgen.li.epub"
"50 Cent, Robert Greene - The 50th Law (2009, Harper) - libgen.li.mobi",.mobi,ACTIVE_DOCTRINE_BOUND,002-B,power,yes,Cited by active doctrine; load-bearing (power); text-cert queued Wave 002-B.,power,1e62e14b04004b9a5e0167c2f7823a69,"/Users/sniper/Downloads/    SNIPED_OS/50 Cent, Robert Greene - The 50th Law (2009, Harper) - libgen.li.mobi"
"Simler, Kevin _ Hanson, Robin - The Elephant in the Brain_ Hidden Motives in Everyday Life",.epub,ACTIVE_DOCTRINE_BOUND,002-B,power,yes,Cited by active doctrine; load-bearing (signaling); text-cert queued Wave 002-B.,signaling,734ae709f75d998232dadd08d4bbc8d4,"/Users/sniper/Downloads/    SNIPED_OS/Simler, Kevin _ Hanson, Robin - The Elephant in the Brain_ Hidden Motives in Everyday Life (2017, Oxford University Press) - libgen.li.epub"
[Baker & Taylor Books (Firm)._ Axis 360] Robert Greene_ Joost Elffers - The 48 Laws of Pow,.epub,ACTIVE_DOCTRINE_BOUND,002-B,power,yes,Cited by active doctrine; load-bearing (power); text-cert queued Wave 002-B.,power,3a6f70ea08deebbb05ea6535f79c2200,"/Users/sniper/Downloads/    SNIPED_OS/[Baker & Taylor Books (Firm)._ Axis 360] Robert Greene_ Joost Elffers - The 48 Laws of Power (2000, Penguin Group) - libgen.li.epub"
 ROBERT B. CIALDINI - Influence (Harper collins) - libgen.li.pdf,.pdf,ACTIVE_DOCTRINE_BOUND,002-B,psychology,yes,Cited by active doctrine; load-bearing (brand-psychology); text-cert queued Wave 002-B.,brand-psychology,06b89c8343b30b05a99d5723277c39f8,/Users/sniper/Downloads/    SNIPED_OS/ ROBERT B. CIALDINI - Influence (Harper collins) - libgen.li.pdf
" Robert Cialdini - Pre-Suasion_ A Revolutionary Way to Influence and Persuade (2016, Simon",.epub,ACTIVE_DOCTRINE_BOUND,002-B,psychology,yes,Cited by active doctrine; load-bearing (brand-psychology); text-cert queued Wave 002-B.,brand-psychology,506204aa0c1d4ea36aeaa55fec22160f,"/Users/sniper/Downloads/    SNIPED_OS/ Robert Cialdini - Pre-Suasion_ A Revolutionary Way to Influence and Persuade (2016, Simon & Schuster) - libgen.li.epub"
"Dan Ariely - Predictably Irrational_ The Hidden Forces That Shape Our Decisions (2010, Har",.djvu,ACTIVE_DOCTRINE_BOUND,002-B,psychology,yes,Cited by active doctrine; load-bearing (decision-making); text-cert queued Wave 002-B.,decision-making,5446e995f624c568ba954e713c590d27,"/Users/sniper/Downloads/    SNIPED_OS/Dan Ariely - Predictably Irrational_ The Hidden Forces That Shape Our Decisions (2010, Harper Perennial) - libgen.li.djvu"
"Greene, Robert - Mastery (2013_2012, Penguin Group_ Penguin Books_Viking Adult) - libgen.l",.epub,ACTIVE_DOCTRINE_BOUND,002-B,psychology,yes,Cited by active doctrine; load-bearing (founder-psychology); text-cert queued Wave 002-B.,founder-psychology,d2bbe07f0c8c4ddc8de1630e91da8edf,"/Users/sniper/Downloads/    SNIPED_OS/Greene, Robert - Mastery (2013_2012, Penguin Group_ Penguin Books_Viking Adult) - libgen.li.epub"
Kevin Kelly - The Inevitable_ Understanding the 12 Technological Forces That Will Shape Ou,.epub,ACTIVE_DOCTRINE_BOUND,002-B,psychology,yes,Cited by active doctrine; load-bearing (decision-making); text-cert queued Wave 002-B.,decision-making,1cf81cb62044669ff03cf921f09a1ebc,"/Users/sniper/Downloads/    SNIPED_OS/Kevin Kelly - The Inevitable_ Understanding the 12 Technological Forces That Will Shape Our Future (2016, Viking) - libgen.li.epub"
"[Laws of Human Nature] Robert Greene - The Laws of Human Nature (2019, VIKING) - libgen.li",.pdf,ACTIVE_DOCTRINE_BOUND,002-B,psychology,yes,Cited by active doctrine; load-bearing (decision-making); text-cert queued Wave 002-B.,decision-making,421aa4c056f36da7b4119ebc01f4abde,"/Users/sniper/Downloads/    SNIPED_OS/[Laws of Human Nature] Robert Greene - The Laws of Human Nature (2019, VIKING) - libgen.li.pdf"
" John Berger - Ways of Seeing (2008, Penguin Books Ltd) - libgen.li.epub",.epub,ACTIVE_DOCTRINE_BOUND,002-B,taste_culture,yes,Cited by active doctrine; load-bearing (aesthetics); text-cert queued Wave 002-B.,aesthetics,8d6d01a254c3f90dced09998c57b976e,"/Users/sniper/Downloads/    SNIPED_OS/ John Berger - Ways of Seeing (2008, Penguin Books Ltd) - libgen.li.epub"
"Berger, John _ Dyer, Geoff - Understanding a Photograph (2013, Penguin Books Ltd) - libgen",.epub,ACTIVE_DOCTRINE_BOUND,002-B,taste_culture,yes,Cited by active doctrine; load-bearing (aesthetics); text-cert queued Wave 002-B.,aesthetics,838179c93f6fa9379ca3082931d705a3,"/Users/sniper/Downloads/    SNIPED_OS/Berger, John _ Dyer, Geoff - Understanding a Photograph (2013, Penguin Books Ltd) - libgen.li.epub"
"Holiday, Ryan - Perennial seller_ the art of making and marketing work that lasts (2017, P",.epub,ACTIVE_DOCTRINE_BOUND,002-B,taste_culture,yes,Cited by active doctrine; load-bearing (creative-process); text-cert queued Wave 002-B.,creative-process,f6f1eea624d09bca7e1c0dceb99b2e3d,"/Users/sniper/Downloads/    SNIPED_OS/Holiday, Ryan - Perennial seller_ the art of making and marketing work that lasts (2017, Penguin Publishing Group_Portfolio_Penguin) - libgen.li.epub"
 Phil knight - Shoe dog (0) - libgen.li.mobi,.mobi,ACTIVE_DOCTRINE_BOUND,002-D,business,yes,Cited by active doctrine; load-bearing (leadership); text-cert queued Wave 002-B.,leadership,e36c36ab98563cb3061145911038df3f,/Users/sniper/Downloads/    SNIPED_OS/ Phil knight - Shoe dog (0) - libgen.li.mobi
" Sam Walton - Sam Walton_ Made In America (1993, Bantam) - libgen.li.pdf",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,yes,Cited by active doctrine; load-bearing (operator-doctrine); text-cert queued Wave 002-B.,operator-doctrine,8a5942f4d1cbd36bad935fcbc3dceb07,"/Users/sniper/Downloads/    SNIPED_OS/ Sam Walton - Sam Walton_ Made In America (1993, Bantam) - libgen.li.pdf"
"Herodotus, Robert B. Strassler[ed] - The Landmark Herodotus_ Histories (2007, 2009, Anchor",.epub,REFERENCE_ACTIVE_WHEN_RELEVANT,reference,business,yes,"TERMINAL reference. Primary-source history, callable per domain when relevant. Not awaiting a packet, not a blocker.",operator-doctrine,982b89b6d5286a65e9cd77b6fd6fb1c9,"/Users/sniper/Downloads/    SNIPED_OS/Herodotus, Robert B. Strassler[ed] - The Landmark Herodotus_ Histories (2007, 2009, Anchor Books) - libgen.li.epub"
LandmarkCaesarWebEssays_5Jan2018.pdf,.pdf,REFERENCE_ACTIVE_WHEN_RELEVANT,reference,business,no,"TERMINAL reference. Primary-source history, callable per domain when relevant. Not awaiting a packet, not a blocker.",,f8555b7df0acca0aacaf684d512a5bdd,/Users/sniper/Downloads/    SNIPED_OS/LandmarkCaesarWebEssays_5Jan2018.pdf
"Ron Chernow - Grant (2017, Penguin Publishing Group) - libgen.li.epub",.epub,DOCTRINE_EXTRACTION_SCHEDULED,002-D,business,no,Informs active operator-doctrine doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-doctrine,1902cee8e1402b9b5207304652ed6b9d,"/Users/sniper/Downloads/    SNIPED_OS/Ron Chernow - Grant (2017, Penguin Publishing Group) - libgen.li.epub"
